order_id,products
2450239,[ 5876 44397]
2450246,[24852 39275 11679 39947]
2450253,[36772   432 25144  4932 36941  1534]
2450266,[21137  4920 39275  9076 46061 31222 23375 20940 45051 35470]
2450317,[ 1940 19348 15164 16135]
2450377,[22825 27966 47209 43295 48745 23734 35547 13565 37825 18078 43735]
2450388,[24852 27156 42585 24964 13877 11182 37892 32740  6347 48492]
2450420,None
2450429,[24852 17949  5640]
2450508,[26209 39275 17794 27845 49175 14462 30918]
2450644,[13176]
2450647,[35108  5456 18503 37840]
2450666,[24852 21903 38400 14218]
2450735,[ 1511 48527]
2450758,[16953  7862]
2450842,[42450 25093 41534  3512  8898 48527 39620 11548 13254]
2450894,[42265 19678 43352 46979  1511 48183 38141 18665 42813 12343  7671]
2450968,[21903 47912  5134 14678]
2451042,[ 8518  5818 46979 34969 35547 10749  9000  1999 39947 27949  1489 21664]
2451139,[10441 41400 35561]
2451222,[43027]
2451226,[37067 33000   258 43376 28756 25698]
2451402,"[49235  5212 19057 24852 47209 21137   519 47272 33787 13083 47626 11352
 11123  4962 24024 22142 38453 38313 38544 44471 47616 43369 12053 41217]"
2451444,[ 7952 27104 22959 11576 32864 18339 43802 45954 25865]
2451455,[47209 13802 32537 46294]
2451582,[19660 17902 48193]
2451598,[21376  8518  5818 47626  5077 32734 18849 29987 34217 19982]
2451692,[32689 15100 40459 31103 29452]
2451768,[16797 47766 31717 35921 21295 20520 29941]
2451959,[24852  9387  9076 47977 27790 40332 48790 20463 40630]
2452068,[28204 27323  9292 46175 11408 38028 11461 29778 48154 28958]
2452105,None
2452142,[14332 42736 47626 48697 10814 25890 42701 34050 12980 26842 34335 44795]
2452176,[13176 16759 49383 27695]
2452285,[10343  6300]
2452287,[14992 41352 40168 19600]
2452339,[26209 46979 44422 38273 33232  4142 37765]
2452374,[24852 33754 42356 11782 28199 44830 18176]
2452474,[13176  8518 27521  9839 22935 48745 40723 38273  9534]
2452481,[23541]
2452484,"[ 8138 24852 21137 11777  4920 44799 14788 33065 41131 44156 27903 47977
  5296  8859 22620 48808 41808  7158  9068 38949 28931 40236 49610 19429
 29433 16647 44817 19312]"
2452539,[27966 39275 44359 38456 21938 11182  8747]
2452606,None
2452657,[24852 30489 47766 14992 23650 48745 13984 30169 26856 15008]
2452680,[24852 36696    49 18286 40216 16710 44734 26255 28725]
2452683,[44683 26604 28985  8834 18234 16525 48270   273]
2452759,"[23734 43772 40214  1940 14849 45619 23995  2714 27761  9389 29523 14677
 36858  9542]"
2452768,"[49235 22825 24852  7503 21137 45007 42828 44661 27845 39619 29307 22312
 30784  3042 36972]"
2452789,[23909 34160 47112 16647 43500 19246]
2452812,[ 5450 30489  4920 42736 25931 40310 25753 13225 45866  8861 46955 30142]
2452926,[21137 17794 47626 37065 38383  6000 33810]
2452981,None
2452982,"[25133 16521 30391 26940 33731  5876 24964 24236 36550  3952 19613  4410
 13702 39242]"
2453042,[ 8277 19678 28985 26283 25852]
2453056,[13176 21903 23879 44422 27845 12745 13984 37947 28666 10768 17553]
2453126,"[32689 12341 27796  8048 34050 33279   907 42282 16283  4724  8958 43724
 36112]"
2453137,[20118  1511]
2453151,"[13176 22963  8021 21137 21903 49683 17794 28985 33731 36772 28204 46906
  4605  8025 12456 46516 47439 18224]"
2453169,"[13176  7781 19057 22825 47209 47766 21616 40706 20323  4920 30391 31683
 27555 47626 44142 31701 45633 12614  7485   117 38996 27639]"
2453179,[21709 44632 35221]
2453182,[ 7249  5258  5161 11759 37783]
2453253,[45066 21903 27521 38293 43352 28842 17706 24964 26800 23236]
2453313,[20995 35505]
2453442,[13176 16797 43352 12899  8571 15772]
2453446,[17122 33000 38768 15164 32079  4724  6087 42392  6066]
2453531,"[30391 34126 44632 43692 11447 14223 35090  5728  4659 39448 21207 26255
 31518]"
2453532,[ 8174 49030 19470 48825]
2453537,"[47209 47766  8518 31717 27521 26209 42736 13629 28842 34126 47626 44142
 41950  6292 20114 16249 35824 30668 17429 38374]"
2453601,[14084 27966 32850  2086  5785 22620 14050 35183]
2453642,"[39275 41319  5077 28204 49306  4605  4317 38400 11827  5438 43565 26665
 36962 22866 37867 10519]"
2453660,[ 5769  7021 44449 49083  7862 33147  9007 12732]
2453691,[15290 40002  5727 26135 33624 32804]
2453772,[20955]
2453776,[35951 19887 13042 25157]
2453825,[15359 13885  1366 39002 30227 25480 25984]
2453832,[13249 12745 38273 29987 40516 10768 17878 25087 19982 26870]
2453847,"[46979 47788  5025 12232 22849 30517 17008 23734  4605 25256 43076 33909
  9007 46749 14392 43251 24685 10375]"
2453907,[49235 17872 27344 36550  3952 12392 25340 28483]
2453916,[27548 42372 33000]
2454045,[16696  2151 34024 43094]
2454066,[ 9076 48205  8460 13998]
2454100,[35951 39877 47766 18465  8174 19354 15616]
2454109,"[12576 34584  8574 19660 20015 26283 44765 24413 32018 41999 39947  9808
 27949 30257   820 36976  8528 25090 48070 47957]"
2454192,[21137 43352 35886]
2454230,[25298]
2454307,None
2454394,[24838 28599 33687]
2454414,[21903 17794 34358 28842 44142  5825 13424 32638 29852]
2454418,[22849]
2454433,[ 8277 20899 14947]
2454435,[13176 24852 12845 30391 41844 34126 12872 33741 32689 32734 24221]
2454481,[13176 30489 18531  2855 48628  2210 34335 15693]
2454529,[10912  1940 32684 42306]
2454542,[13176 21137  8239 28204  9405 19660  5959 24654 46992]
2454548,"[39928 45066  8277 24952  5876 44422 30776 40396 31553 23383 46064 25779
 38439 40859]"
2454631,[47526   248  4920  4367 43945 25093 16995 38844 46591 14378]
2454690,"[24852 46676 18370 24810 43961 21616 31683 34448 15011 27104 22935  5077
  9076 28199 36316 18027 23554 21560 48720 48186 11707 31526 27848]"
2454813,[21137 24964 32655 43713 42706]
2454829,[33313]
2454873,[36287  5876  4562 48857]
2454926,[39216  9020 49113 24320 47304]
2454940,[47553  5479]
2454946,[20084 24852 42265 24838 32096  7521 21783 46900 32831 29544 19220]
2455063,"[13176 21137 45007 13740 28535  2966 35782 47719 49075 41177 22298  4163
 17622 31927 21872 25197 11250 47318 23848  1525]"
2455082,None
2455192,[39928 47209  8277 27325 46616 39225 10941 30027 29388 43210 12581]
2455195,"[22829 22963 24852 39877 21137 45007  4945  8277 30391 39275 36695 44359
 27548 27845 16953 38689  4367 26369 11408 23543 30639 36082 37029 48595
 27695 16083 31391 39166 39557 35968 25242]"
2455431,[43352   260 33731 29668 17461 33768 13093  6146]
2455440,"[17872 24852 21616 24231 26209 26346 27156 31343  2078 24964 27845  4605
 20114 18027 35108 11078 36117  9808 22556 49095]"
2455456,[13176 11182 14870 10992]
2455467,"[13176 22963 37646 28289 40706 45007 26209 39275 17794  5876 26915  4367
 19048  5373    45 32717]"
2455485,[14233 48118 37606 19805 40403 25237 16245 47918 41337]
2455499,[27344 45066 33198  6182 45810 42395]
2455509,[47526 47766 42557 45007 46969  5785]
2455529,[ 8424  4920 42585 17484]
2455541,[16797 21709 24852 30391 25197]
2455566,[ 3996 40174 37317  5976 12894 24235 19125 27429  4931]
2455596,[ 4731 45051]
2455622,[12013]
2455823,"[24852 28204   116 23909  3676 42633 38483 25562  1875 13388 26055  8958
  9974 13573]"
2455869,[13176 39275  6184]
2455908,[42265 17902 32403 39534 29467]
2455983,[27521 11136  8174 19660  4666]
2456050,[41290 23734 23085]
2456052,[12427 31651 32538]
2456076,None
2456101,[19660]
2456169,[47766 43352 23044 33368 26384 20082 14161  7419 38504 31709 19191]
2456200,[31717 20114 32734 32828 32433 34012 23543 40229   424 34867 47021]
2456207,[21616 38739 11224]
2456306,"[ 5212 37646 21616 40706  4945 30391 31683 15290 47626 27845 46906 15707
 13779 11481 49201 40010]"
2456335,[44683]
2456371,[24852 47626  4605]
2456374,[13176 21903 21616 31717 48364 26452 35939 44268 22639 25910]
2456375,[47626 48118 12672]
2456405,[31066 28384 49030 39680  6410 28610 16513]
2456409,[31506 14947 47893]
2456419,[42265 48857]
2456433,[21137]
2456506,[44632  1463 23047]
2456608,[25199  4605 34584 39561 34565 46900]
2456617,None
2456654,"[13176 24852 33754 23165 17600 37103 14778 39527 37011 38248 37215 20380
 40078 32911 23293]"
2456682,[19691 30633 25653 12899 46931]
2456723,[42803 20955]
2456739,"[16797 27966 39877 21903 45007 26209 47591 48190 17008  8174 44449  7628
  8859 31073]"
2456795,[28842]
2456804,[24852 37066 27726 40332 32605 19977]
2456836,"[  196 49235 24954 24838 47141 24186 13712  9623 47877 31486 30597  7606
  2413 23760   261  5013 15792]"
2456889,[13176 21903 44359 22935 44422 27086 41950 24964  5206 36640 14355]
2456890,[35951 30489 48204  4462 16953 32263 22328 12409 38827 16364]
2456924,[35951 47209 19677 23452 34214  7079 44393]
2456940,[13176 30391 24838 39672 10435]
2456961,[16797 26209 27156 30391 26940 14947 47875  8490 40268 11712]
2457016,[24852 47209 24838]
2457154,[40348 20682  3231]
2457188,[42139 36004 45212]
2457206,[46667 39024]
2457288,[38739  1463 32747  5794  3308  5259 42781]
2457304,[46676 13870  5479 35108 23909 44449 41570 19125]
2457393,[ 5818 26410 10537 35094]
2457408,[24852 45066 27973 44570 40931]
2457437,[13802 18534 22695  9605 48395 28384  8153 39560 29091 42806 13169]
2457468,[47766 42265 11520 47626 27845  8174 28769 11109 21982 15386 25242 36012]
2457524,[16185 20119 10814 17835 42992]
2457533,[ 5450 31343 32864 45570]
2457626,[35221 23178 18839]
2457678,[47209 28985 16759 20738 38827 12029 33527 39276 27608  2983 12693  7013]
2457696,[24838 19677 44201 13712  4472 39332]
2457702,[36397]
2457710,[ 8671 10669 12945 41557 34915]
2457766,[48142 16696]
2457817,[39877  8174 11361 28572]
2457899,[ 7632 30727 18339 22882 22476 39032 12738]
2458010,"[13176 47209 21903 42265  9339  5876 40723 40310 27531  3583 41665  7658
 35523 14656]"
2458096,[ 5652 27729  5785 48857]
2458117,[40198 11512 49628 41387 11760 37788]
2458256,"[24852 27966 40706 38777 35948 44632 25588 11140 13431 44560 19508  4656
 25753  9825  8859 12252]"
2458278,[13176 37646 40706 48679 28985 43295 22935  2447 26032 48610 31249]
2458293,[34208]
2458298,"[13176 47209 28985 43295 34126 48364  4461 29127 35561 16848 11945 48450
 17747 25666 17123 25533 44120 32163 45094 27900 38924 32029 37442]"
2458307,[27307]
2458364,[13176  8277 27544  6750 17807 11937 32740 13765]
2458385,[13176 23288  3318 11258 10527 25830]
2458414,[47144 47766  2078 25890 28849]
2458427,[47144  4606 47977 12909 15650 27701]
2458653,[13176 25783 13165 28024 42444]
2458706,[21903 26165  3869 49621 17871]
2458758,[21137]
2458772,[12013 16953 40332  6383 42555]
2458799,[45007  8174 25705 34966 22113]
2458873,[24852 21903 43858 26452 43713  2228 11945 12029]
2458882,[13176 47766 44632  5612 23854]
2458927,[25931 14897]
2458990,[49191]
2458991,[24852 39275 47626 37131 27360  7158 14952]
2459039,[26165  5426 35585 17396]
2459078,[12232 14952  6166]
2459192,[13802 45190  1194 40310 23341 12817 14372   941 24389]
2459254,[44987 23909]
2459279,[17872 15399]
2459309,[21616 24964 10749 23622 25533  4790]
2459312,[22849 22286 11422 35199   128 21047 38327]
2459436,[18288 30352  7624 45158  5792  7469]
2459451,[24852 21137 42265 25146]
2459470,None
2459476,[14146 32566 40310  6340 24658 44585 48004 35762 33343]
2459499,[45948  8173 34013  1017]
2459513,[28849 23594 45570  7156]
2459517,[41787 27104 22950 36724 40174 13225]
2459597,[16797 21292 40120 37919]
2459664,"[24852 40571 47209 45007 17794 27104 47626 33572 24177 14852 32347 27142
 30233 25138 12791]"
2459686,[13176 21903  4799 14715  3957 31553 31635 24320  5615]
2459734,"[44303 45066 21137 42265 28842 28156 19508 35855 40396  3880 41665 25447
  3344]"
2459973,[16797 21376 32139 11520  4210 25824 28597   211 19730 45931]
2459981,[45007 38453]
2460047,[ 5769 10509 33768 34005 10473 13097]
2460074,[13176  6184 38300 19691]
2460084,[12013 34050 30233  1822 21974]
2460100,[47766 25824 32734 31927]
2460362,[20114 15539]
2460406,[ 8193 47626 48171 33198 23909  1210 32000 13261 27592]
2460412,[27845 14766]
2460419,[47209  2480 27464]
2460423,"[24852 38656 37999 15902  9290 27360  9743  5547 11249 38256 27179 45674
  7868  4332 11611 18686 12663 27056 24604 12136    39]"
2460485,[ 9124  9387 21903  4605 11005]
2460660,[46886 14429  2763 28079 19775 33623]
2460663,[26209 20383 24964  4605 32433 18689  3339 11006 25969]
2460701,None
2460805,"[13176  7948 32655 38312 18918 38067 19660 44479 13598 36036 14471 34224
 35815 38885]"
2460811,None
2460926,[13176  5258   907]
2460938,[49463]
2460955,[21903 11520 26209  4605  3466]
2461003,[11365]
2461016,"[24852 28553 45064 25952 35752  2543 32271 15716 24425  6647 46915 27287
 41434]"
2461023,[43154  4149]
2461036,[ 9387 19691]
2461107,"[13176 16797 47766  8518 38293  8277 22935 32096 36550 39055 23375 14702
  1103 30117]"
2461158,[28934  7610]
2461187,[27086 10957 49520  6846]
2461199,[24852 47209 16823]
2461274,[28204 29611 38672  3856 46666 36170  8586  9578 41322  8429]
2461300,[21903]
2461328,"[47766 47626  5077 16696 15485 15424 10365 42360 23910 32538 27570 15412
 13116 17545 38782 11796 30681 49522 26791   482]"
2461392,[13176 19057 44632 32655 22220  7715 15906]
2461409,[47766 27521 17526 31963]
2461485,"[27966 28289 11520 39275 43352 24838 25931 44632 45603 12341   226  7485
 40268 48894 17652 32665 26723 48637]"
2461499,[42557 28985 28601 20114 41149 19446 23236 42234]
2461540,[24852 45007 37335]
2461608,[16965 25659 11712   581]
2461669,[47144 40706 47626 28601 18918 29487 33120 46279]
2461735,"[22825 47209 21137  8467 17600   260 33037 22849 46667 24964 27845 32655
 24721 13431 14010 19048 26369 31720 23029 39794 14211 19519 48628 10621
 41588   162  5550 48935 15613 10210 13721]"
2462072,[33065 14032 27477]
2462076,[31717  7632 46667 42768 19049]
2462085,[16797 21137 39275 28745 40310 14129 25138 46347]
2462086,[27966 39928  6948 45063 34005 28326 44116  8053]
2462227,[49683 47977 20842 29487 34487 36274]
2462295,[30391  2846 24221 33911 20769]
2462379,[ 7751 17461  2611 17206]
2462458,[47626  5385 28754 26831 20355]
2462460,[2846]
2462464,"[38928 46149 21137 44172 32478   116  3298 19887  2120 29015 40905 45051
 43892 45511  1071 15140]"
2462486,"[24852 16168 26209 39275 41950 36724 35547 24221 16131  9739 16528 46206
 18999 24359]"
2462495,[39877   651 48559 30776  4605 47734 44449 39794 35939  1556 14050 15439]
2462508,[43961 31683 44142 43858  6631 13447 28773 11598]
2462537,[16797 21137 28199 27325  1025 26283 25138 21393 26300]
2462540,[21903 43352 18479 37687 30827 32923]
2462584,[ 3696 18610 17640 18673 47314 43473]
2462621,[ 4605 41372]
2462748,[24852  5782 25952 35175]
2462778,[22802]
2462781,[22963 47766 28204 20463 34092]
2462796,[ 2573 29594 38456 27055  7562]
2462805,"[47144 41844 37687 33041 16953 31215 31414  3358 47537 30183 10490 45005
 14464 25715 35724 37427]"
2462837,[24010 39911 12916  6182]
2462872,[21903 36695 38985 46374]
2462904,[30489  4799 27104 42585 10243 14477 25936 38890  1076 20061 17560 40825]
2462925,"[16797 24852 27966 21137 27521 24799 47601  5077 38689 21938 10761 16570
 10369 32360 44275]"
2462939,[40706 28985 48205 23405 19677 32864  8584 22080  3307 42765]
2463031,[16797 43154 47611 48808 44042]
2463113,[48364 43629]
2463123,"[ 5450 21903 20754 21616 27845 29987 14161 40396 41593 39475 17429  9741
 38374 26443 36571]"
2463147,[27344 38777 37766 13409 29615 35206 46513 16798  3055 24829]
2463162,[23650 31343 44449]
2463200,"[39877 21137 30391 18531 24964 20114 35383 10603  1516  5959 31869 41665
 42134 42093 46855]"
2463229,[34969  5785 45224    45 12564 14870]
2463233,[24850 30274]
2463255,[13198 26209 28842 32433 40910 26165 31553]
2463338,[ 9387  4920 23909  8590 15100 44654 30771 43580 38186  9859]
2463372,[ 8670 34283]
2463418,[24852 34969 19348 23622]
2463422,[22825 33031 13640  2535 10586]
2463466,[47912 11512 14901  7911 17183 30756 19958]
2463470,[24852 31717 26209  4799 44359 41950  3765]
2463471,[12341  5068  8571  7914]
2463482,[26209 32655 46802 14897 17789]
2463495,[21137 38768 31759 17207 39534   940]
2463530,[22993 25598 39276]
2463553,[37602 27845  8859 14924 28467]
2463635,"[41787 19057 22825 24852 21137 17794 32030  1158 19048 30962  1999 44628
  1215]"
2463650,[21137 31717 39275 17794 20995 48007 18722]
2463729,[24097 15683 37354 10498 15383]
2463742,[27360 14111]
2463758,[ 4920 33000  8571]
2463871,[14084 43352 37687 32478 12341 27796  8048 16283 14488]
2463920,[41787  2846]
2463948,[24852  4605 26172 32519 43070 22070]
2464209,[48679 11520 24489 35547 11109 37022 36294]
2464298,"[43961  8518  8277 18382 27156 39812 31066 14947 27086 24964 32655  6948
 13984  7021 42768 47280 21938  5373 39108 30463  7485  6740 21863 32648
 25837  7090 30713]"
2464305,[27966 13245 32579 46252]
2464343,[41480 37766 41273 32955 29487 48890]
2464421,[45066 21137 18465 46667 15399 35121 29045 46047 43765 13080]
2464441,None
2464505,"[24852 31717  8424 19019 30391 28928 34126 47626 28601 28199 32691 28204
 24964 27845 18362 45123 46906  4605 21267 26283 24834  6774 25197]"
2464649,[19057 36735 45066 42265 26209 30391 37687 22935 41950 45603 34262]
2464660,[24852 27966 47766 21137 46979 11123]
2464674,[36735 47209  8518 27521 23165 35939 46990 40408]
2464677,[29509 19468 46088 21240 42728]
2464714,"[45066 31717 27156 14197 20118 35633 49175 42701   890 25256  3599 13838
 24160  1017 12546]"
2464781,[13176]
2464826,[24852 28842 29487 35406]
2464939,[33198 33249]
2465041,"[13176 37646 21137 49683  8518 23165 10132  5876  4605 29487 20082 46584
 48357 21872 45584 15405]"
2465116,[  196 46149 16797 43352 48697  5258 12341 38768 12606 20940  9358]
2465159,[ 5212 21137 24010 39812 27596 36070 43789 35504]
2465339,[24852  2732 16154 44359 27845  6069 22142]
2465340,"[13176  4957 27966 36735 21137 24810 30391 40852 44359 35140 20119 12341
 25466 19816 29447 25852 10761 37257 15950 26717 26728 27683 30117]"
2465355,[45007 27104  2825 21292 31927]
2465416,[24184  4605]
2465482,[47209 30391 13535 28999]
2465544,None
2465549,[27966 10762 31307  5671]
2465610,[17678]
2465616,[39280]
2465658,[34217 35824 36360]
2465714,"[41787  5077 33041 44843 48205 41406 33452 13369 29034  6867 15424 15164
 31954 32085  5102]"
2465758,[27156   343 38739 24489  6347 48086]
2465788,[40706 15399 27992 37067 40146 31263 11819 17021 24521]
2465819,[29993  8953 49112]
2465942,[40604  8518 21413 31717 27845 13535  6104 44765 33788]
2465987,"[ 3376 11520  5025 25588  9203 31528 45063 11182 46584 24841 46313 37141
 35946  8575 22369]"
2466024,None
2466093,"[39928  8021 21903 42265 31717 26209 36695 22935 21405 24964 37067  5479
 12576  2450 33768 18113 40146 39984 18689 16083 10469 10106 23385 28590
 32255 19732 19322 37442]"
2466170,[10326 13176 21903 14678 35336 42282  9434 25017 22900]
2466299,"[27966 22035 43961  8277  9598 27156 30391 39275 27555 32655 46650 13885
 49628  5161]"
2466301,None
2466307,[31231 12212]
2466449,[45066 47144 29594 43789 11182  4357]
2466465,[ 9839  3896 37594 34197 40941]
2466498,"[41290 44799 30696 39185 28647 15057 23909 28454 19734  3061 20896 12909
 36670 43335 30647 39751  5236]"
2466513,[37250 13733 49520 49098 20161 38974 27418]
2466539,[14852 46584 23822 17579 43421]
2466562,[39928 12099]
2466599,[13198 31683 11182 14650]
2466708,"[35951 19057 21137 42265 26604 27521 39275 26940 36695 44359  5876 35140
 40723 45200  8174  6740 33352]"
2466761,[49235 47144 28842 22935  6873 10749 27509 35939 40545 14764]
2466780,[24852 44142]
2466868,[27966  8424 34358 34126 24964 29987 23375 38508 10602]
2466883,[13176 38768 26900]
2466923,[40604 48679 34126 37687 46667 24964 23288 25005 15510]
2467022,[11520 22935]
2467125,[16797 24852 37646 26604 21174 46979 47626 14462 25890 36685 38944]
2467236,"[24852 27344 39928 45066 46676 31717 44661 38739 27845 34969 35547 18337
  4656  2450 10603  3952  2763 39678  3290]"
2467250,"[40709 21938 17341 35731  4778 29345 44325 26184 32842 20166 38664  5171
 37366 23232 32628 12420]"
2467267,[23165]
2467274,[34126 46667  7969 41690  1890 41665  5547 46321]
2467280,[21903 21573  7252]
2467333,[13176 34565 42240  1219]
2467344,[24852 29127 26993]
2467379,[37385 37067 12341  7969 12409 31075 41860 34763 36939]
2467403,[21137 25146  8239 24390 39984 31553 16995]
2467419,None
2467466,[13249 36865 46049 23543 19174 22206 32398]
2467620,[19767 23662 12732]
2467635,[3298]
2467665,[28842  2450 27801 28439]
2467740,"[13176 47766 26209 21462 42347 14233 46175 11140 12442 14901  4656 37524
 42244 36848 17789  9138 38562  5547  4932 17334 25533  2596 33897 36714
 34593 35690]"
2467765,[ 5612 48857 40898]
2467850,[24852 47766 49683 13870 26209 27104 28842 27845 32689 39984 31805]
2467892,[41290  6532 31981  7815]
2467904,[19677 38944  6583]
2467965,[ 4210 27307 23334 37229 33791 23047 35201 27388 32403]
2468051,[29675 49352 16320 41213 23085 34983]
2468081,"[13176 45066 47209 21137 13870 21616 26209 28985 47626 27845  8174  9515
  8381]"
2468092,[30450 25718 46906 33198 16839 16557]
2468112,[24852 31683 46692 25471 47017]
2468129,[24852 34969 39180 42617 39527 21077 39469 20255]
2468164,[47144  4210 48645 34004 22182]
2468210,[14992 43568]
2468298,[24852 47209 21137 45763 48423 46402 48622]
2468323,[13176 21903 25146 22935 41065  2581 44471 10992]
2468327,[15424 35473 22436 41579 26345]
2468539,[29447]
2468542,[ 2078 44704 44824 43500]
2468551,[42736  4210 35221 34635 27360   397 31173 25465]
2468580,[26604 11266 43154 42768]
2468618,[9358]
2468641,[39877 47209 19678 34126  7948 19660 10070]
2468713,[12078  6901]
2468747,[10603 12036 29071  7916]
2468772,[47209 36550 21653 30027 31801]
2468959,[ 7948 35652  6615]
2468987,"[13176 47209 21616 45007  8277 26209 16349 24184 27104 37687 42585 41950
 46667 36216 24964 24489 10749 31040 28476 11422 28420 38750  1744 36639
 18146]"
2469010,[17316 47123 16309]
2469022,[11629  7493 13848 49499]
2469038,[27796 25919 29487 23236 26477 41372 18545   383 14601]
2469042,[40604 49683 38293 28985 34126  5876 21405 43713  1787  6046 18434]
2469086,[24852 34688 21137 49683 44560 17284  5240 49383 48057  9472]
2469138,[24010  1117 18148 44457]
2469174,[38739 21295 46147 44075  3339]
2469211,"[17872 18523 24852 33037 22935 21295  8555  4472 42244 44622 13702 17949
 39947]"
2469351,None
2469368,[49481 30406  1158 44514 24053 12736]
2469413,[24852 27966 21137 49683 26604 10132 23029 14129]
2469414,[34190  5876 37067  8076 10749 25466 26800 17581 49368]
2469500,[16521 16185 21553 42768]
2469536,"[22035 31683 27845  5479 11078 29987 39561 46692  8436 14491 17622 41057
 20113 38985 29387]"
2469633,[17872 43961 19376 19208]
2469664,[46654]
2469824,[43352 37710  7021 35053  8571  4724]
2469870,[45007  4605 35234]
2469884,[24852 26209 39275  6948 18150 17795 14074]
2469892,[22935 47866 18618]
2469973,[7736 8506 7762]
2469977,"[13176 22825 27966 47209 21137  8277 43352 18465 24024 11005  5114 35065
 48784]"
2470040,[40604 40055 35784]
2470059,[18348]
2470105,"[13176 19057 22963 47766 21903 22035 46969 48559 43789 39619  3583  9825
 16479 31932]"
2470107,[24852 20082]
2470230,[49235  5450 24852 47626 41319  5258  4942  4367 45681 20178]
2470417,[24852 47766 21903 42557  4945 28842 44142 24964   210 34012 46820 37193]
2470458,[31231]
2470481,[ 2314 13031]
2470491,[ 8518 24359]
2470505,[25146 47601 35221 23178]
2470528,[45007 28204 47630 27695 22369]
2470563,[15359 21410 37374 12899]
2470619,"[13176 42265 43352 28985  5646 46979 47626 15902 28204 20114  1940 46584
 17858 12911 32650 46526 33465 15551]"
2470649,"[ 6808 31683 41844 40348  2966 23405    45 14999 41665 20876 46660 37460
  1382]"
2470683,[23760]
2470747,[24852 47209 46969 34243 48745  5479 33198 45840 44580]
2470763,[31506 34243 45200 32442]
2470789,[22035 31717 31066 27845 20119 30353 25346 35530 46916 19601]
2470792,[45066 21137 18531 42736 26790 46906  9210 39693 17652]
2470796,[28985 26940 34126 41950 13984 21938 47734  4601  4472  1392 18286]
2470873,"[43295 47672 45190 47759 37766   890 47325 14536 45210 38726  2716 44461
 37449 15700 33411 34539 10507  9670 19975]"
2470940,[45066 31343 47672  2962]
2470990,[ 5212 24852 42450 21497]
2471001,[44142 44570 32429 45185 46305]
2471014,[42265 20754 44359 37947 46650 12935 19049 38558 17553 14371 32360  9080]
2471048,[ 8518  5020 34221 44765 49621  4066]
2471061,[45566]
2471135,[ 6184 14966  5258 40939 28814]
2471152,[21405  5479 21295 46654 13646  9689 28974 27642]
2471186,[42265  8193 12341  1158   890 27001 18566 35523]
2471466,[13176 19057 27966 39877 46906 45302 35803 15487]
2471474,[26604  6141 34126 14197 48205  1323  2962 23850 47061 24673  8172  6661]
2471588,[  196 14966  8048  8571]
2471694,[24852 27521 26209 41220 28199  4605 34063 12909]
2471827,[36406 41009 35496]
2471866,[24852 37067 34969  6873 26497 15613  9075]
2471942,[19057 42265 31717 42828 34551 48364 24830 12113 31915 22224 38464]
2471966,"[ 1200 25146  8424 26209 26882 47626 19003 46844 20114  6128 35385 47366
 23909 38400 35824 49340 35727 41534 39041 48808 26321 23322 39235 22108
 40939 31217 31423 14131 15066 16518 21153 25115 27756 29272 30593 35070
 38974 39681 48657]"
2472044,"[32428 16920 45657 47865  5047 13423 31766 11190 38090 24983 13619 13516
 27418 34509 47501 13783 29638 47851]"
2472095,None
2472167,[26128  7035 12290]
2472194,[45007 30391 28204 42221 28656]
2472220,[42736 44142]
2472229,[24852 25659 22935   812 25005 18471 40545 31915  4472 15579 49667 13957]
2472238,"[13176 21709 22825 27344 47209 21903 22035 26604 31717 26209 42828 39812
  5876 47672  6348 16290 46906 20114  8174  5785 17400 28476 30233  6104
 38383  6046  9065]"
2472394,[889]
2472399,[28985 24583]
2472400,[23233 16616]
2472477,"[47766 28199 30406 25535 10831 28849 39408 23375 23236 31553  6104 45504
  2453 30903]"
2472544,[33198]
2472565,[19057 30489 45066 47209  8277 28985 34358 41950 21927 24024  7361]
2472572,[16797 34358 29615]
2472573,[24852 14875 21333 35914 10673 40199 13866 20463  3676 12218 43951]
2472583,"[24852 30489 23499 45446  4605 43713 28849 34050 30233 35522 17429 28670
 36961]"
2472656,[16797 24852 43693 10957 36691 42460 40648  8955 22882 17710 20758]
2472725,"[16797 24852 29095  7295 33129 21497 26709 12481  5819 29553 14280 43209
 28829 12497]"
2472808,[27966 39877  1158  7628]
2472856,[44632 45633 28278 47823 42075 47993 30745 44953]
2472870,[24852 45066  1529  4210 22610  7285 15100]
2472893,[12140  7693 10032]
2472896,"[47209 42265 26604 31717 27521 39275  9839 26790 25931 46979 15902 27845
 28745 17795 23375 34050    45 40396 35503 31100  9038  2237 20042]"
2472930,[13176 14553 43961 45747 22828]
2473007,"[24852 21616 38293  2078 41220 46979 47626 46667 27845 37067 29987  7628
  9071 29739]"
2473048,"[14992 21573 43409 11463 45009 39581 29153 30340 34321 23067  6193 47537
  4137 15183 32573 21351  3308 33852  1139 38602 19849  8887 15160 15354
 16227 39834]"
2473069,[36865 27323  4562  6638  6933 32605 11194]
2473216,[ 4605 17795  1511 13194 13423 37654 12905 23011 20561 32784  4289]
2473266,[27966 42265 48679 30391 26790 29594 41065  5550]
2473386,[24852  9387 43687]
2473437,[ 5212 47766 23645 10125 33124  4362]
2473457,[21709 28842 44142 35042 10957 34969 40332 26104 44603 27838]
2473477,[16797 24852 28842 47626 44142 46522]
2473481,[ 8424 47626 44795]
2473628,None
